,,Appearance,Behaviour,Where and when,Description
97666,24,Tot 5 mm. Bol zoals op tekening maar ook andere vormen. Lichaam doorschijnend. Antennen met borstelharen.,Zit graag in een grote groep. Filtert eten met zijn roeiarmpjes uit het water.,"In allerlei wateren. Hele jaar, vooral voorjaar.","<p><span class=""label"">Sprookjesfiguur </span> Het is eigenlijk jammer dat ze zo klein zijn, want nu is alleen onder een microscoop goed te zien wat voor een wonderlijke vormen watervlooien hebben. Van langgerekt tot bol en met allerlei uitsteeksels en pluimpjes. Met het blote oog zien ze er vooral uit als kleine bruinige bolletjes. Watervlooien gebruiken hun antennen met borstelharen om al zwemmend algen en bacteriën uit het water te zeven. Daarom hebben mensen ze graag in de vijver, want zo maken ze het water helder. Ze leven vaak in grote groepen, soms zelfs zo groot dat het water een roodbruine gloed krijgt. </p>"
97667,24,"1-2 cm. Een gebogen en hoog lichaam, als een garnaaltje. Bruingrijs of roodbruin, een beetje doorschijnend.  ",Verzamelt voedsel met zijn voorste vier poten. Zwemt op zijn zijkant.,"In allerlei wateren, vooral waar wat stroming of golfslag is. Hele jaar.",
97668,24,"1,5-2 cm (zonder de adembuis). Plat, ovaal lichaam. Lange adembuis aan het achterlijf en twee flinke grijppoten. ",Wacht stilletjes op zijn prooi. ,"Poelen, plassen, soms beken, met waterplanten. Hele jaar, verborgen in de winter. ","<p><span class=""label""> Bewegend blaadje </span> Hoewel hij er misschien gevaarlijk uitziet, is een waterschorpioen best zachtaardig. Hij zit veel stil en lijkt op een dor blaadje. Erg snel zwemt hij niet. Om prooien te vangen wacht hij in een hinderlaag tussen de planten, vlak onder het wateroppervlak of op de bodem. Hij zit vaak in het ondiepe gedeelte van het water, zodat hij zijn adembuis makkelijk uit het water kan steken om adem te halen. De eieren van waterschorpioenen zien er grappig uit, met zes tot acht hoorntjes erop. Het vrouwtje zet de eitjes in lange slierten af in stengels of bladeren van rottende waterplanten. De eitjes zitten veilig binnen, de hoorntjes steken naar buiten en zorgen voor de luchtverversing van het ei.</p>"
97669,24,1-6 cm. Bruine tot groene worm. Maakt zich lang en dun en kort en dik.,Komt ’s nachts als het regent soms het water uit.,"Sloten, vijvers en meren. Hele jaar.","<p><span class=""label"">Zwemmende worm </span> De achtogige bloedegel vind je overal in allerlei watertjes. Het smalle uiteinde van de worm is de kop. Op de kop zitten acht ogen, maar ze zijn lastig te zien. ’s Nachts gaat de achtogige bloedegel op zoek naar prooien. Hij eet allerlei kleine waterdiertjes en slikt ze in een keer door. Hij houdt het meest van muggenlarven. Hij zuigt dus geen bloed!</p>"
97670,24,1 cm. Van boven bruinoranje behaard en van onderen witgrijs behaard.,"Nestelt in open zand, vaak in groepen. ","In de duinen en andere zandige gebieden, en in de stad. Lente en zomer.","<p><span class=""label"">Molshoopje </span> Zandbijen lijken een beetje op honingbijen. Het zijn bruine tot bruinrood gekleurde, stevige diertjes. Alle zandbijen maken hun nest in de grond, sommige zelfs tussen stoeptegels! De nesten herken je aan kleine molshoopjes van opgegraven zand. Ze lijken wel wat op mierennestjes, maar die zijn losser van structuur en bovendien wandelen er bij mierennesten bijna altijd mieren bij de nestingang. Zandbijen verzamelen stuifmeel op bloemen. Ze nemen de korrels mee tussen de dikke haren aan hun achterpoten. Het stuifmeel mengen ze met nectar en het papje dat ontstaat leggen ze als hoopjes in het nest. Daarop wordt een eitje gelegd. Het larfje dat uit het ei komt heeft aan de stuifmeelvoorraad genoeg om op te groeien tot volwassen zandbij. </p>"
97671,24,"1,5-1,8 cm. Bruinoranje behaard, met kale zwarte strepen.",Leeft in kolonies. Werksters zitten vaak samen op bloeiende planten.,Overal waar imkers nestkasten neerzetten. Als de temperatuur boven de 10°C is kan de honingbij al op zoek gaan naar bloemen.,"<p><span class=""label"">Huisdier </span> De honingbij is een soort huisdier. Honingbijen worden immers verzorgd door imkers, die hen in bijenkasten een prachtige schuilplaats aanbieden. De imker plaatst de kasten, afhankelijk van het seizoen, in gebieden waar veel stuifmeel te halen valt. In de nazomer op heidevelden bijvoorbeeld. Zonder imkers zouden honingbijen het niet goed uithouden in Nederland. Van nature kwamen honingbijen hier in het wild zelfs niet voor. De mens heeft ze vanuit verre landen naar hier gehaald. De boeren zijn er blij mee, omdat honingbijen veel gewassen bestuiven. Sommige natuurbeschermers vinden het minder leuk, omdat honingbijen misschien concurrenten zijn voor wilde bijen en andere insecten die bloemen bezoeken.</p>"
97672,24,"1,4-2,2 cm. Oranjebruin borststuk en een wit kontje.",Nestelt in boomholtes of nestkastjes.,"In parken, tuinen en natuurgebieden. Lente, zomer en herfst.","<p><span class=""label"">Vogelnestje </span> De boomhommel bouwt zijn nesten in boomholten, bijvoorbeeld in knotwilgen. Nestkastjes voor vogels zijn ook prima te gebruiken! Door deze nestelgewoonten komt de boomhommel vooral voor in bossen en in stedelijke omgeving. In een nest zitten tachtig tot vierhonderd werksters. Boomhommels zijn snel agressief zodra het nest wordt verstoord. Maak je dan uit de voeten, want ze kunnen flink steken.</p>"
97673,24,"1,2-2 cm. Zwart lichaam met een rood kontje.",Vliegt laag over de grond op zoek naar bloemen.,"Overal in open gebieden. In lente, zomer en herfst.","<p><span class=""label"">Bontjas </span> Niet alle hommels met een zwart lichaam en een rood kontje zijn steenhommels, maar de meeste zijn wel zeldzamer dan de steenhommel. Hommels zijn sociale insecten. Een volk bestaat uit een koningin en werksters. De mannetjes komen aan het eind van het seizoen uit het nest, samen met de nieuwe koninginnen. Na het uitvliegen zoeken de mannetjes snel een partner. Daarna is hun werk gedaan en gaan ze dood. De bevruchte vrouwtjes zoeken een geschikte plaats om te overwinteren. In de lente zijn de nieuwe hommelkoninginnen de eerste insecten die actief worden en op zoek gaan naar een goed plekje voor een nest. Ze hebben dan ook een lekker warme bontjas aan, die beschermt tegen de kou.</p>"
97674,24,"9-18 mm. Borststuk en puntje van het achterlijf oranjebruin, verder zwart.",Maakt een nestje in de grond.,"Overal waar bloemen zijn. In lente, zomer en herfst.","<p><span class=""label"">Overal </span> Akkerhommels zijn bijna helemaal oranjebruin gekleurd. Niet op elke plaats in Nederland is de kleur echter helemaal hetzelfde, waardoor hij nog wel eens voor een andere hommel wordt aangezien. Van alle hommels in ons land heb je de meeste kans om een akkerhommel tegen te komen, die zie je overal. Dat komt bijvoorbeeld omdat de akkerhommel niet zo kieskeurig is in welke bloemen ze bezoekt voor voedsel. Akkerhommels verzamelen stuifmeel en nectar apart en ze bergen deze ook in verschillende cellen in het nest op. Ze vliegen tot heel laat in het jaar.</p>"
97675,24,"1-2,8 cm. Harig lichaam, met drie gele banden en een wit kontje.",Maakt nesten in verlaten muizen- of mollengangetjes.,"Overal waar bloemen zijn. In lente, zomer en herfst.","<p><span class=""label"">Supertong </span> De tuinhommel lijkt erg op de aardhommel, maar hij is wat zeldzamer. De kleur is zwart met een wit kontje en drie gele strepen: voor en achter op het borststuk en voor op het achterlijf. Tuinhommels hebben een extreem lange tong, ongeveer zo lang als het hele lichaam. Met die supertong kunnen ze nectar bereiken die voor andere bijen onbereikbaar is, zoals in de diepe bloemen van kamperfoelie. De tuinhommel houdt ook van rode klaver, maar die bloemen zijn heel diep. Hij moet zijn middelste paar poten gebruiken om zijn lichaam zo ver ondersteboven te houden dat hij zijn lange tong in de bloembuis kan steken. Hij verdwijnt bijna helemaal in de bloem!</p>"
97676,24,"1-2,8 cm. Harig lichaam, met twee gele banden en een wit kontje.",Maakt nesten in verlaten muizen- of mollengangetjes.,"Overal waar bloemen zijn. In lente, zomer en herfst.","<p><span class=""label"">Geel-geel-wit </span> De aardhommel is zwart gekleurd met een mooie gele kraag vooraan het borststuk, een gele band voor op het achterlijf en een witte achterlijfspunt. Het is pas echt lente als je de eerste koninginnen van de aardhommel tussen de krokussen ziet scharrelen. Deze dikkerds zijn de enige overlevenden van de totale aardhommelpopulatie. Alle werksters en mannetjes zijn aan het eind van het jaar gestorven. De koninginnen zijn vorig jaar bevrucht en zoeken nu een geschikte nestplaats. Daar maken ze de eerste nestcellen, en leggen in elke cel een ei. De aardhommelkoningin strekt zich dan uit over de cellen. Door een chemisch proces wordt haar lichaam warm en hiermee verwarmt ze de eieren. Ze broedt haar eitjes dus echt uit!</p>"
97677,24,4-7 mm. Zwart lichaam met een geel of wit gezicht. Lichte vlekken op de poten.,Maakt nestjes in kleine holtes van plantenstengels.,"In tuin, park en natuurgebieden. Lente, zomer en herfst.","<p><span class=""label"">Holbewoner </span> Maskerbijen vallen op door het deels geel of witte gezicht. Bij mannetjes is bijna het hele gezicht licht gekleurd, vrouwtjes hebben vaak alleen een paar lichte vlekjes. Maskerbijen zijn meestal klein, zwart en kaal. Maskerbijtjes zitten in de tuin graag op bloemen. Met hun monddelen verzamelen ze nectar en stuifmeel. De gewone maskerbij nestelt in allerlei holtes, zoals stengels van braam en vlier, maar ook in zogenaamde gallen op de rietsigaar. Het is een van de meest algemene bijen in ons land.</p>"
97678,24,"9-11 mm. Borststuk en poten roodbruin, achterlijf zwart met opvallende witte bandjes.  ",Nestelt met meerdere bij elkaar.,"In tuinen en stadsparken, veel op paardenbloemen en boerenwormkruid. Van de lente tot de herfst.","<p><span class=""label"">Beetje sociaal </span> Alleen honingbijen en hommels wonen in een nest, maar veel andere bijen nestelen alleen. De roodpotige groefbij is echter wat socialer. Roodpotige groefbijen nestelen vaak in groepen. De nesten worden gegraven in de grond, bijvoorbeeld op zandpaden. Uit de eieren die als eerste gelegd zijn komen werksters. De werksters planten zichzelf niet voort. Uit alle volgende eieren komen zowel mannetjes als vrouwtjes. </p>"
97679,24,"1 -1,4 cm. Veel lange roodbruine haren op het lichaam, verder zwart.","Maakt nestjes op plaatsen in de halfschaduw, zodat het niet te warm wordt.",In tuinen en parken. Lente en zomer.,"<p><span class=""label"">Vos in de tuin? </span> Het vosje dankt haar naam aan de prachtige, roodbruine beharing op het halsschild en achterlijf. Het is een van de eerste bijen die in tuinen en parken rondvliegt, vanaf eind maart tot in mei. Het vosje behoort tot de grote groep van de zandbijen. Zandbijen zijn vaak moeilijk op naam te brengen, maar het vosje is de enige die zo’n vosrode kleur heeft. De vrouwtjes zijn niet erg kieskeurig bij het verzamelen van stuifmeel. Ze hebben wel een voorkeur voor allerlei besdragende planten, zoals kruisbes. Als je deze fraaie bijen in de tuin wil zien dan zul je dus wat kruisbessen moeten planten! De vosjes zorgen door het bestuiven dan voor heerlijke kruisbessen uit eigen tuin.</p>"
97680,24,"9-11 mm. Zwart lichaam, met rode haren en geelbehaarde poten.",Bezoekt vroeg in de lente al allerlei bloemen.,"In zandige gebieden, zoals veel tuinen, parken, wegbermen en weilanden. Lente en zomer.","<p><span class=""label"">Stadse bij </span> De vrouwtjes van het roodgatje zijn goed herkenbaar aan de rode kleur van de bovenkant van het borststuk en de rode achterlijfspunt. Het roodgatje is een echte stadsbij. Het is een van de meest voorkomende bijen in het stedelijk gebied. Je ziet roodgatjes vaak zitten op bladeren. Het maakt roodgatjes niet zoveel uit van welke bloemen ze stuifmeel halen, of waar ze hun nestje maken. Daarom vind je roodgatjes op veel plaatsen. Het roodgatje is een zogenaamde solitaire bij. Solitaire bijen maken in hun eentje een nestje. Op een propje stuifmeel in het nest leggen ze een ei, zodat de uitgekomen larve meteen eten heeft. Op geschikte nestelplaatsen zitten vaak wel meerdere nestjes gezellig bij elkaar. </p>"
97681,24,8-13 mm. Zwart tot donkerrood behaard. Gele vlekken op het achterlijf.,Scharrelt rond bij nesten van andere bijen.,"Bermen, dijken, natuurgebieden en parken. Lente en zomer.","<p><span class=""label"">Wesp of bij? </span> Zoals de naam doet vermoeden lijken wespbijen nogal op wespen. Ze zijn vaak geel of geel-rood gekleurd, maar ze hebben wel een dichte beharing. Wespen hebben dat niet. Wespbijen zie je vaak rondscharrelen bij nestjes van zandbijen. Wespbijen maken namelijk niet zelf een nest, maar leggen een ei in een nest van een andere bijensoort. Het larfje dat uit het ei komt eet eerst de larve van de gastheer op en doet zich vervolgens tegoed aan het stuifmeel. Wespbijen worden daarom ook wel koekoeksbijen genoemd, want een koekoek legt haar ei ook in het nest van een andere vogel. Wespbijen zijn, zoals veel andere koekoeksbijen, opvallend kleurrijk, met veel geel en rood. Waarom precies? Dat is onduidelijk. </p>"
97682,24,9-12 mm. Bruin tot oranje behaard. Het uiteinde van het achterlichaam is donker gekleurd.,Maakt nestjes in kevergangen in dood hout.,"In parken, tuinen en natuurgebieden. Lente en zomer.","<p><span class=""label"">Sleutelgatnestje </span> De rosse metselbij is dichtbehaard onder het achterlijf. Dit wordt buikschuier genoemd. Hiermee verzamelen de metselbijen stuifmeel. Veel mensen hebben de rosse metselbij in hun tuin of zelfs in huis zonder dat ze er ooit iets van merken. Aan de ene kant is dat prettig, omdat ze er blijkbaar geen last van hebben, maar het is ook een beetje jammer! De rosse metselbij is een leuk en ongevaarlijk beestje. Hij maakt zijn nestje in kleine holtes in muren en schuttingen. Sommige metselbijen vinden in een sleutelgat, een lucifersdoosje of zelfs in een dwarsfluit ook een fijne nestplaats. In het nest wordt een klompje stuifmeel gelegd, met daarop een eitje. De larve kan na het uitkomen meteen beginnen met eten.</p>"
97683,24,"1,4-1,6 cm. Bruin lichaam, met bandjes op het achterlijf. ",Snijdt stukjes blad van bijvoorbeeld rozenstruiken voor de bekleding van het nest.,In tuinen. In de zomer.,"<p><span class=""label"">Vliegende schaar </span> De grote bladsnijder is een mooie grote bij, die wel wat lijkt op een honingbij. Het vrouwtje verzamelt het stuifmeel niet met de achterpoten, maar met de haren op de onderzijde van het achterlijf. Dat wordt de buikschuier genoemd. Het stuifmeel blijft tussen de haren zitten. De binnenzijde van het nest bekleedt ze met stukjes blad. Die stukjes knipt het vrouwtje met haar kaken uit allerlei struiken, bijvoorbeeld een rozenstruik.</p>"
97684,24,8-10 mm. Het lichaam heeft een blauwachtige glans. ,Woont in bijenhotels.,In de stad. Lente en vroege zomer.,"<p><span class=""label"">Blauw? </span> De vrouwtjes van de blauwe metselbij hebben een mooie blauwe glans. Die kleur komt niet veel voor bij de Nederlandse bijen. De blauwe metselbij leeft bijna alleen in het stedelijk gebied. Hier nestelt ze graag in bijenhotels. Blauwe metselbijen verzamelen stuifmeel bij onder andere vlinderbloemen.</p>"
